timesteps	evaders	pursuers
72	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 24], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [33, 23], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [19, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [19, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 7], [7, 30], [34, 24], [0, 7], [35, 17], [8, 36], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [11, 29], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 25], [27, 12], [10, 39], [15, 31], [6, 31], [32, 24], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [14, 39], [16, 7], [29, 12], [16, 22], [16, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 36], [30, 26], [22, 19], [4, 29], [26, 12], [34, 21], [10, 22], [18, 22], [10, 12], [39, 34], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [29, 15], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
73	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 25], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [33, 24], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [18, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 6], [7, 30], [34, 25], [0, 7], [35, 18], [7, 36], [28, 32], [17, 6], [28, 8], [37, 15], [6, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [12, 29], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 26], [27, 12], [10, 39], [15, 32], [6, 31], [32, 25], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [13, 39], [16, 6], [29, 12], [16, 22], [17, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 37], [30, 26], [22, 18], [4, 29], [26, 13], [34, 22], [10, 22], [18, 22], [10, 12], [39, 35], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [30, 15], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
74	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 26], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [1, 37], [33, 25], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [21, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [19, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 6], [7, 30], [34, 26], [0, 7], [36, 18], [7, 35], [28, 32], [17, 6], [28, 8], [37, 15], [5, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [12, 30], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 27], [27, 12], [10, 39], [14, 32], [6, 31], [32, 26], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 7], [29, 12], [16, 22], [16, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 37], [30, 26], [23, 18], [4, 29], [26, 14], [34, 23], [10, 22], [18, 22], [10, 12], [39, 36], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [30, 14], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
75	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 27], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [1, 38], [33, 26], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [22, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [18, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 7], [7, 30], [34, 27], [0, 7], [36, 19], [7, 34], [28, 32], [17, 6], [28, 8], [37, 15], [5, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [13, 30], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 28], [27, 12], [10, 39], [15, 32], [6, 31], [32, 27], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 6], [29, 12], [16, 22], [16, 25], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [33, 37], [30, 26], [23, 19], [4, 29], [25, 14], [34, 24], [10, 22], [18, 22], [10, 12], [39, 37], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [31, 14], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
76	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 28], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 38], [33, 27], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [23, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [18, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 8], [7, 30], [34, 28], [0, 7], [37, 19], [7, 33], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [14, 30], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 29], [27, 12], [10, 39], [16, 32], [6, 31], [32, 28], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 7], [29, 12], [16, 22], [16, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [33, 36], [30, 26], [24, 19], [4, 29], [25, 13], [34, 25], [10, 22], [18, 22], [10, 12], [38, 37], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [32, 14], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
77	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 29], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 37], [33, 28], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [23, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [17, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 8], [7, 30], [34, 29], [0, 7], [38, 19], [7, 32], [28, 32], [17, 6], [28, 8], [37, 15], [6, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [14, 29], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 29], [27, 12], [10, 39], [17, 32], [6, 31], [32, 29], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [33, 37], [30, 26], [24, 18], [4, 29], [25, 12], [34, 26], [10, 22], [18, 22], [10, 12], [37, 37], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [33, 14], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
78	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 30], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 38], [33, 29], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [22, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [16, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 7], [7, 30], [34, 30], [0, 7], [38, 20], [8, 32], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [15, 29], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 28], [27, 12], [10, 39], [18, 32], [6, 31], [32, 30], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [32, 37], [30, 26], [25, 18], [4, 29], [25, 13], [34, 27], [10, 22], [18, 22], [10, 12], [36, 37], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [34, 14], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
79	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 31], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 37], [33, 30], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [22, 36], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [15, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 6], [7, 30], [34, 31], [0, 7], [38, 21], [9, 32], [28, 32], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [15, 28], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [25, 28], [27, 12], [10, 39], [18, 31], [6, 31], [32, 31], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [31, 37], [30, 26], [26, 18], [4, 29], [25, 12], [33, 27], [10, 22], [18, 22], [10, 12], [35, 37], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [34, 13], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
80	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 32], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 38], [33, 31], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [23, 36], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [14, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 6], [7, 30], [34, 32], [0, 7], [38, 22], [10, 32], [28, 33], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [15, 27], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [25, 29], [27, 12], [10, 39], [19, 31], [6, 31], [32, 32], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 7], [29, 12], [16, 22], [14, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [31, 36], [30, 26], [27, 18], [4, 29], [25, 13], [33, 28], [10, 22], [18, 22], [10, 12], [35, 36], [1, 8], [8, 12], [29, 29], [3, 27], [30, 28], [34, 12], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
81	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 33], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 37], [33, 32], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [23, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [14, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 7], [7, 30], [34, 33], [0, 7], [38, 23], [11, 32], [29, 33], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [15, 26], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 29], [27, 12], [10, 39], [20, 31], [6, 31], [32, 33], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 6], [29, 12], [16, 22], [13, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [31, 35], [30, 26], [28, 18], [4, 29], [25, 12], [33, 29], [10, 22], [18, 22], [10, 12], [35, 35], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [35, 12], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
82	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 34], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 38], [33, 33], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [22, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [14, 35], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 8], [7, 30], [34, 34], [0, 7], [38, 24], [11, 31], [29, 34], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [14, 26], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 28], [27, 12], [10, 39], [20, 31], [6, 31], [32, 34], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 7], [29, 12], [16, 22], [12, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [32, 35], [30, 26], [29, 18], [4, 29], [24, 12], [33, 30], [10, 22], [18, 22], [10, 12], [34, 35], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [35, 13], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
83	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 35], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 39], [33, 34], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [21, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [14, 34], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [34, 34], [0, 7], [38, 25], [12, 31], [29, 35], [17, 6], [28, 8], [37, 15], [6, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [14, 25], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 29], [27, 12], [10, 39], [20, 31], [6, 31], [32, 34], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 6], [29, 12], [16, 22], [11, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [32, 35], [30, 26], [29, 18], [4, 29], [25, 12], [33, 31], [10, 22], [18, 22], [10, 12], [34, 35], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [35, 14], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
84	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 36], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 39], [33, 35], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [15, 34], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 8], [7, 30], [35, 34], [0, 7], [38, 26], [12, 30], [29, 36], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [15, 25], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 28], [27, 12], [10, 39], [20, 31], [6, 31], [31, 34], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 7], [29, 12], [16, 22], [11, 25], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [32, 36], [30, 26], [29, 19], [4, 29], [25, 13], [33, 32], [10, 22], [18, 22], [10, 12], [34, 36], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [35, 15], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
85	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 37], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 39], [33, 36], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 36], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [16, 34], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [35, 35], [0, 7], [38, 27], [13, 30], [29, 37], [17, 6], [28, 8], [37, 15], [6, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [15, 24], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 29], [27, 12], [10, 39], [20, 31], [6, 31], [31, 35], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 6], [29, 12], [16, 22], [10, 25], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [32, 37], [30, 26], [30, 19], [4, 29], [25, 12], [33, 33], [10, 22], [18, 22], [10, 12], [34, 37], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [35, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
86	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 38], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [0, 39], [33, 37], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 37], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [16, 35], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 8], [7, 30], [35, 36], [0, 7], [38, 28], [14, 30], [29, 38], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [15, 23], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 29], [27, 12], [10, 39], [20, 30], [6, 31], [31, 36], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [12, 39], [16, 5], [29, 12], [16, 22], [11, 25], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [32, 38], [30, 26], [30, 20], [4, 29], [25, 13], [33, 34], [10, 22], [18, 22], [10, 12], [34, 38], [1, 8], [8, 12], [29, 29], [5, 27], [30, 28], [35, 17], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
