timesteps	evaders	pursuers	evader_capture_status
42	[[19, 18], [14, 4], [12, 2], [4, 0], [3, 15], [3, 33], [7, 10], [7, 30], [15, 15], [1, 27], [32, 12], [31, 17], [17, 8], [32, 32], [10, 23], [3, 4], [24, 2], [29, 27], [0, 2], [34, 28], [24, 18], [27, 24], [36, 26], [35, 35], [8, 35], [15, 27], [19, 1], [20, 4], [10, 0], [30, 29]]	[[8, 6], [32, 7], [16, 31], [25, 34], [22, 13], [24, 30], [17, 34], [21, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
43	[[19, 19], [14, 4], [12, 3], [5, 0], [3, 14], [2, 33], [8, 10], [7, 29], [15, 16], [0, 27], [32, 11], [30, 17], [16, 8], [32, 33], [9, 23], [2, 4], [24, 3], [29, 26], [1, 2], [35, 28], [23, 18], [27, 23], [37, 26], [35, 34], [7, 35], [14, 27], [20, 1], [19, 4], [9, 0], [30, 29]]	[[8, 7], [33, 7], [16, 32], [25, 35], [22, 13], [24, 29], [17, 34], [22, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
44	[[20, 19], [15, 4], [13, 3], [4, 0], [2, 14], [2, 32], [8, 11], [6, 29], [15, 17], [0, 26], [32, 12], [30, 16], [16, 9], [31, 33], [8, 23], [2, 3], [25, 3], [30, 26], [1, 3], [35, 29], [24, 18], [27, 24], [37, 27], [34, 34], [7, 34], [14, 28], [19, 1], [19, 3], [10, 0], [30, 30]]	[[9, 7], [34, 7], [16, 32], [25, 36], [22, 12], [24, 30], [17, 35], [22, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
45	[[20, 18], [16, 4], [13, 2], [4, 1], [1, 14], [1, 32], [9, 11], [5, 29], [15, 18], [0, 25], [32, 13], [30, 17], [15, 9], [30, 33], [7, 23], [3, 3], [25, 2], [30, 25], [0, 3], [35, 30], [24, 17], [28, 24], [37, 26], [35, 34], [6, 34], [13, 28], [19, 0], [19, 4], [9, 0], [29, 30]]	[[9, 7], [34, 6], [15, 32], [25, 35], [21, 12], [24, 29], [18, 35], [21, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
46	[[20, 17], [17, 4], [13, 3], [5, 1], [2, 14], [1, 31], [9, 12], [5, 28], [16, 18], [0, 24], [32, 12], [31, 17], [14, 9], [31, 33], [6, 23], [2, 3], [25, 3], [31, 25], [0, 2], [34, 30], [24, 18], [27, 24], [37, 27], [34, 34], [5, 34], [12, 28], [20, 0], [19, 3], [10, 0], [30, 30]]	[[8, 7], [34, 7], [15, 33], [25, 35], [21, 11], [25, 29], [19, 35], [22, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
47	[[20, 16], [16, 4], [13, 2], [5, 2], [1, 14], [1, 30], [9, 13], [4, 28], [17, 18], [0, 23], [32, 13], [31, 16], [14, 8], [31, 34], [6, 22], [2, 4], [24, 3], [30, 25], [0, 3], [33, 30], [24, 17], [27, 23], [36, 27], [35, 34], [6, 34], [12, 27], [21, 0], [19, 2], [10, 1], [30, 29]]	[[9, 7], [34, 6], [15, 33], [25, 36], [21, 10], [24, 29], [19, 35], [21, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
48	[[20, 15], [17, 4], [14, 2], [6, 2], [2, 14], [0, 30], [10, 13], [4, 27], [16, 18], [1, 23], [32, 12], [31, 17], [15, 8], [30, 34], [5, 22], [3, 4], [23, 3], [30, 24], [1, 3], [34, 30], [24, 16], [26, 23], [37, 27], [35, 35], [7, 34], [12, 26], [22, 0], [18, 2], [10, 2], [30, 28]]	[[9, 8], [33, 6], [14, 33], [24, 36], [21, 11], [24, 28], [18, 35], [20, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
49	[[21, 15], [18, 4], [13, 2], [6, 1], [1, 14], [1, 30], [11, 13], [4, 28], [15, 18], [1, 22], [33, 12], [31, 18], [15, 7], [30, 33], [5, 21], [2, 4], [23, 4], [30, 23], [1, 2], [35, 30], [25, 16], [25, 23], [38, 27], [36, 35], [6, 34], [11, 26], [22, 1], [18, 3], [10, 3], [30, 29]]	[[9, 7], [32, 6], [15, 33], [24, 37], [21, 10], [25, 28], [17, 35], [20, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
50	[[21, 15], [17, 4], [14, 2], [7, 1], [1, 13], [2, 30], [11, 14], [4, 27], [14, 18], [1, 21], [33, 11], [32, 18], [14, 7], [31, 33], [6, 21], [3, 4], [24, 4], [30, 22], [1, 1], [34, 30], [25, 15], [25, 22], [38, 28], [35, 35], [7, 34], [12, 26], [22, 2], [18, 2], [10, 2], [31, 29]]	[[9, 8], [32, 7], [15, 32], [25, 37], [21, 11], [24, 28], [18, 35], [19, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
51	[[20, 15], [18, 4], [15, 2], [6, 1], [0, 13], [1, 30], [10, 14], [3, 27], [15, 18], [0, 21], [34, 11], [31, 18], [15, 7], [30, 33], [5, 21], [2, 4], [25, 4], [31, 22], [2, 1], [34, 29], [26, 15], [26, 22], [37, 28], [35, 34], [7, 35], [12, 25], [23, 2], [19, 2], [11, 2], [31, 28]]	[[9, 7], [31, 7], [16, 32], [24, 37], [21, 10], [24, 28], [17, 35], [19, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
52	[[20, 16], [19, 4], [14, 2], [7, 1], [0, 12], [1, 29], [9, 14], [2, 27], [14, 18], [1, 21], [34, 12], [31, 17], [15, 8], [29, 33], [5, 21], [1, 4], [26, 4], [32, 22], [2, 2], [35, 29], [26, 15], [27, 22], [37, 29], [35, 35], [8, 35], [11, 25], [23, 1], [19, 1], [11, 1], [31, 29]]	[[8, 7], [31, 8], [16, 32], [23, 37], [22, 10], [24, 28], [17, 35], [19, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
53	[[20, 17], [19, 5], [15, 2], [7, 2], [0, 11], [2, 29], [9, 13], [2, 26], [14, 17], [0, 21], [34, 13], [31, 16], [15, 9], [29, 34], [6, 21], [2, 4], [27, 4], [31, 22], [3, 2], [34, 29], [27, 15], [28, 22], [38, 29], [34, 35], [9, 35], [11, 26], [23, 0], [19, 2], [12, 1], [31, 28]]	[[8, 7], [31, 9], [16, 31], [22, 37], [22, 10], [23, 28], [17, 34], [18, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
54	[[19, 17], [20, 5], [14, 2], [8, 2], [0, 10], [1, 29], [9, 12], [3, 26], [14, 18], [0, 20], [35, 13], [32, 16], [15, 8], [30, 34], [7, 21], [1, 4], [26, 4], [32, 22], [3, 1], [34, 28], [27, 16], [28, 23], [39, 29], [34, 34], [9, 34], [12, 26], [24, 0], [20, 2], [13, 1], [30, 28]]	[[8, 7], [32, 9], [16, 32], [23, 37], [21, 10], [23, 28], [18, 34], [17, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
55	[[18, 17], [19, 5], [15, 2], [8, 1], [0, 9], [1, 28], [9, 13], [2, 26], [14, 19], [0, 19], [35, 14], [31, 16], [14, 8], [30, 35], [7, 20], [2, 4], [26, 5], [33, 22], [4, 1], [33, 28], [27, 15], [27, 23], [39, 30], [34, 35], [9, 33], [12, 25], [25, 0], [19, 2], [12, 1], [30, 27]]	[[7, 7], [33, 9], [16, 31], [23, 36], [21, 9], [23, 29], [17, 34], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
56	[[17, 17], [19, 6], [15, 1], [8, 2], [0, 8], [1, 29], [10, 13], [1, 26], [13, 19], [0, 18], [35, 15], [30, 16], [13, 8], [29, 35], [8, 20], [2, 3], [27, 5], [32, 22], [3, 1], [33, 29], [26, 15], [27, 22], [39, 31], [34, 36], [9, 32], [12, 26], [25, 1], [19, 3], [12, 2], [30, 26]]	[[7, 8], [33, 10], [16, 32], [23, 35], [21, 9], [22, 29], [18, 34], [18, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
57	[[17, 16], [18, 6], [16, 1], [8, 1], [0, 7], [1, 28], [10, 12], [1, 25], [14, 19], [0, 17], [35, 16], [31, 16], [13, 8], [28, 35], [8, 19], [2, 2], [26, 5], [31, 22], [4, 1], [33, 30], [27, 15], [26, 22], [39, 32], [35, 36], [9, 31], [12, 27], [24, 1], [18, 3], [12, 3], [30, 25]]	[[7, 7], [33, 9], [16, 33], [23, 35], [22, 9], [22, 29], [18, 35], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
58	[[16, 16], [17, 6], [15, 1], [9, 1], [0, 6], [1, 29], [11, 12], [1, 24], [14, 20], [0, 18], [36, 16], [31, 17], [12, 8], [28, 34], [7, 19], [2, 3], [26, 4], [31, 21], [3, 1], [33, 29], [26, 15], [25, 22], [39, 33], [34, 36], [10, 31], [11, 27], [24, 2], [17, 3], [12, 2], [29, 25]]	[[8, 7], [32, 9], [15, 33], [22, 35], [22, 9], [22, 30], [17, 35], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
59	[[17, 16], [16, 6], [15, 2], [9, 2], [0, 5], [2, 29], [10, 12], [1, 23], [13, 20], [1, 18], [35, 16], [31, 18], [13, 8], [28, 33], [7, 18], [3, 3], [26, 3], [30, 21], [4, 1], [32, 29], [26, 16], [24, 22], [39, 34], [33, 36], [9, 31], [11, 28], [23, 2], [17, 4], [12, 3], [29, 26]]	[[9, 7], [32, 9], [14, 33], [22, 36], [22, 10], [22, 30], [17, 36], [17, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
60	[[17, 16], [15, 6], [15, 1], [8, 2], [0, 6], [2, 28], [10, 11], [2, 23], [13, 21], [0, 18], [35, 15], [31, 19], [14, 8], [27, 33], [7, 17], [3, 4], [27, 3], [30, 21], [5, 1], [32, 30], [26, 15], [23, 22], [38, 34], [33, 35], [9, 32], [11, 27], [23, 3], [18, 4], [12, 2], [29, 27]]	[[8, 7], [33, 9], [14, 33], [21, 36], [22, 10], [22, 30], [18, 36], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
61	[[17, 15], [14, 6], [16, 1], [9, 2], [0, 7], [1, 28], [11, 11], [2, 22], [14, 21], [0, 19], [34, 15], [30, 19], [13, 8], [27, 32], [7, 18], [3, 3], [27, 2], [29, 21], [6, 1], [32, 31], [26, 16], [22, 22], [37, 34], [32, 35], [9, 33], [11, 26], [22, 3], [19, 4], [12, 3], [29, 28]]	[[7, 7], [34, 9], [14, 32], [20, 36], [22, 11], [23, 30], [18, 37], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
62	[[17, 14], [14, 5], [16, 2], [9, 3], [0, 8], [1, 27], [11, 12], [3, 22], [14, 20], [1, 19], [35, 15], [30, 18], [12, 8], [28, 32], [7, 19], [2, 3], [28, 2], [28, 21], [6, 2], [32, 30], [27, 16], [22, 23], [37, 33], [33, 35], [10, 33], [11, 25], [22, 2], [20, 4], [13, 3], [28, 28]]	[[6, 7], [33, 9], [14, 31], [20, 37], [21, 11], [23, 29], [18, 38], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
63	[[17, 15], [14, 6], [17, 2], [10, 3], [0, 7], [1, 26], [11, 13], [3, 21], [14, 19], [1, 18], [35, 16], [30, 18], [11, 8], [28, 33], [6, 19], [2, 2], [29, 2], [28, 22], [5, 2], [32, 29], [27, 15], [23, 23], [36, 33], [34, 35], [9, 33], [12, 25], [23, 2], [20, 5], [12, 3], [29, 28]]	[[6, 6], [32, 9], [14, 30], [20, 37], [21, 10], [23, 28], [18, 39], [17, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
64	[[18, 15], [14, 7], [17, 1], [9, 3], [0, 6], [1, 25], [11, 12], [2, 21], [14, 18], [1, 17], [35, 17], [30, 19], [11, 9], [28, 32], [6, 18], [2, 3], [28, 2], [29, 22], [5, 3], [32, 29], [27, 14], [23, 22], [35, 33], [33, 35], [10, 33], [11, 25], [23, 3], [20, 5], [12, 2], [29, 27]]	[[6, 5], [31, 9], [14, 31], [20, 37], [20, 10], [23, 28], [19, 39], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
65	[[19, 15], [14, 6], [17, 2], [10, 3], [0, 7], [1, 24], [11, 13], [2, 20], [14, 19], [1, 16], [36, 17], [29, 19], [10, 9], [28, 31], [7, 18], [2, 4], [28, 3], [28, 22], [4, 3], [32, 28], [27, 13], [23, 22], [35, 32], [32, 35], [10, 32], [10, 25], [22, 3], [20, 4], [13, 2], [29, 26]]	[[6, 4], [30, 9], [14, 31], [20, 36], [21, 10], [23, 27], [20, 39], [17, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
66	[[19, 14], [14, 7], [17, 1], [10, 4], [0, 6], [2, 24], [10, 13], [2, 19], [14, 18], [0, 16], [35, 17], [30, 19], [11, 9], [29, 31], [8, 18], [1, 4], [28, 2], [28, 23], [3, 3], [32, 27], [27, 14], [24, 22], [34, 32], [31, 35], [9, 32], [10, 24], [22, 2], [19, 4], [13, 1], [29, 27]]	[[5, 4], [30, 8], [13, 31], [19, 36], [21, 11], [22, 27], [21, 39], [17, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
67	[[18, 14], [14, 8], [17, 2], [11, 4], [0, 7], [2, 25], [9, 13], [2, 18], [14, 17], [1, 16], [34, 17], [30, 18], [10, 9], [28, 31], [8, 17], [0, 4], [27, 2], [28, 22], [2, 3], [33, 27], [26, 14], [23, 22], [34, 33], [30, 35], [9, 31], [10, 25], [22, 1], [18, 4], [14, 1], [29, 28]]	[[4, 4], [31, 8], [13, 30], [19, 35], [20, 11], [22, 27], [21, 39], [17, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
68	[[17, 14], [14, 7], [16, 2], [11, 3], [1, 7], [1, 25], [8, 13], [2, 19], [13, 17], [1, 15], [35, 17], [31, 18], [10, 8], [29, 31], [7, 17], [0, 3], [27, 1], [28, 23], [2, 2], [33, 28], [26, 15], [24, 22], [34, 32], [30, 34], [9, 30], [9, 25], [23, 1], [18, 5], [13, 1], [29, 27]]	[[4, 3], [31, 8], [13, 29], [19, 35], [21, 11], [23, 27], [21, 39], [18, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
69	[[17, 13], [15, 7], [17, 2], [10, 3], [0, 7], [1, 24], [8, 12], [1, 19], [12, 17], [2, 15], [34, 17], [30, 18], [9, 8], [29, 30], [8, 17], [0, 2], [27, 2], [27, 23], [2, 1], [34, 28], [25, 15], [24, 21], [33, 32], [30, 33], [8, 30], [9, 24], [22, 1], [18, 6], [12, 1], [29, 26]]	[[5, 3], [31, 7], [12, 29], [18, 35], [20, 11], [22, 27], [21, 39], [19, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
70	[[16, 13], [14, 7], [17, 3], [10, 4], [0, 6], [2, 24], [8, 11], [1, 18], [13, 17], [2, 14], [35, 17], [30, 17], [8, 8], [28, 30], [7, 17], [0, 3], [28, 2], [28, 23], [2, 0], [34, 27], [25, 16], [24, 22], [34, 32], [30, 34], [7, 30], [10, 24], [22, 0], [18, 5], [13, 1], [29, 25]]	[[5, 3], [31, 6], [11, 29], [18, 36], [21, 11], [22, 26], [21, 38], [20, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
71	[[17, 13], [13, 7], [17, 4], [9, 4], [0, 7], [2, 25], [8, 10], [0, 18], [12, 17], [1, 14], [35, 18], [29, 17], [8, 7], [28, 31], [6, 17], [0, 2], [28, 1], [28, 24], [3, 0], [35, 27], [26, 16], [25, 22], [34, 33], [30, 33], [6, 30], [10, 23], [22, 1], [17, 5], [12, 1], [28, 25]]	[[5, 3], [31, 5], [11, 28], [18, 37], [20, 11], [21, 26], [21, 37], [20, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
72	[[17, 12], [13, 8], [16, 4], [9, 3], [0, 8], [1, 25], [8, 11], [0, 17], [13, 17], [1, 13], [34, 18], [30, 17], [8, 8], [28, 30], [6, 18], [0, 3], [28, 2], [27, 24], [3, 1], [34, 27], [26, 17], [25, 21], [34, 32], [31, 33], [6, 30], [11, 23], [22, 2], [17, 6], [12, 2], [28, 26]]	[[6, 3], [31, 6], [12, 28], [18, 36], [19, 11], [20, 26], [22, 37], [20, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
73	[[16, 12], [13, 7], [16, 3], [9, 2], [0, 9], [0, 25], [9, 11], [0, 16], [12, 17], [1, 12], [35, 18], [30, 16], [9, 8], [28, 29], [7, 18], [0, 4], [27, 2], [26, 24], [2, 1], [34, 27], [25, 17], [25, 20], [33, 32], [31, 34], [5, 30], [10, 23], [23, 2], [16, 6], [13, 2], [28, 27]]	[[6, 2], [32, 6], [12, 27], [17, 36], [20, 11], [19, 26], [23, 37], [20, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
74	[[15, 12], [12, 7], [16, 2], [10, 2], [0, 8], [0, 24], [8, 11], [0, 15], [13, 17], [2, 12], [35, 19], [30, 15], [8, 8], [28, 30], [7, 19], [0, 3], [27, 3], [25, 24], [2, 2], [34, 26], [25, 16], [25, 21], [33, 31], [30, 34], [5, 30], [10, 23], [23, 1], [17, 6], [14, 2], [28, 26]]	[[6, 2], [32, 6], [11, 27], [17, 37], [21, 11], [19, 25], [23, 37], [19, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
75	[[15, 11], [13, 7], [17, 2], [11, 2], [0, 7], [1, 24], [7, 11], [1, 15], [12, 17], [1, 12], [35, 20], [29, 15], [8, 7], [27, 30], [6, 19], [0, 2], [27, 2], [25, 24], [2, 1], [34, 25], [24, 16], [24, 21], [33, 30], [29, 34], [4, 30], [9, 23], [23, 2], [17, 7], [13, 2], [29, 26]]	[[6, 3], [32, 6], [10, 27], [18, 37], [21, 10], [19, 26], [24, 37], [19, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
76	[[16, 11], [14, 7], [18, 2], [10, 2], [1, 7], [1, 23], [6, 11], [1, 14], [11, 17], [1, 11], [34, 20], [29, 16], [7, 7], [27, 29], [6, 18], [0, 3], [27, 1], [25, 25], [3, 1], [35, 25], [25, 16], [25, 21], [33, 29], [28, 34], [3, 30], [9, 22], [23, 3], [16, 7], [12, 2], [30, 26]]	[[5, 3], [32, 7], [11, 27], [17, 37], [20, 10], [19, 25], [24, 37], [19, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77	[[15, 11], [14, 8], [19, 2], [9, 2], [0, 7], [2, 23], [5, 11], [1, 15], [10, 17], [1, 10], [35, 20], [29, 17], [8, 7], [26, 29], [6, 17], [0, 4], [27, 2], [25, 26], [2, 1], [36, 25], [25, 15], [24, 21], [32, 29], [29, 34], [4, 30], [9, 21], [23, 2], [17, 7], [13, 2], [31, 26]]	[[5, 2], [32, 8], [11, 28], [17, 36], [20, 11], [20, 25], [24, 36], [20, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
78	[[14, 11], [13, 8], [18, 2], [9, 3], [0, 6], [2, 22], [5, 10], [0, 15], [11, 17], [2, 10], [35, 21], [29, 16], [8, 6], [26, 29], [6, 16], [0, 3], [28, 2], [25, 27], [2, 2], [36, 26], [25, 14], [25, 21], [33, 29], [29, 35], [3, 30], [10, 21], [24, 2], [16, 7], [13, 3], [31, 25]]	[[5, 2], [33, 8], [12, 28], [17, 37], [20, 11], [20, 26], [25, 36], [20, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
79	[[15, 11], [14, 8], [19, 2], [9, 2], [0, 5], [2, 21], [5, 11], [0, 16], [11, 16], [1, 10], [34, 21], [30, 16], [9, 6], [27, 29], [5, 16], [0, 2], [28, 3], [25, 26], [3, 2], [36, 27], [26, 14], [25, 20], [32, 29], [30, 35], [2, 30], [10, 20], [25, 2], [17, 7], [12, 3], [31, 24]]	[[5, 1], [32, 8], [13, 28], [17, 37], [20, 12], [19, 26], [24, 36], [20, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80	[[15, 12], [13, 8], [19, 3], [9, 1], [0, 6], [2, 20], [5, 10], [0, 15], [11, 15], [0, 10], [34, 20], [30, 17], [8, 6], [26, 29], [5, 15], [1, 2], [28, 2], [25, 26], [2, 2], [35, 27], [25, 14], [24, 20], [32, 29], [30, 34], [2, 29], [9, 20], [24, 2], [17, 6], [13, 3], [32, 24]]	[[6, 1], [31, 8], [14, 28], [18, 37], [20, 11], [19, 25], [24, 37], [19, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
81	[[14, 12], [12, 8], [19, 2], [10, 1], [0, 5], [1, 20], [5, 11], [0, 14], [11, 14], [0, 9], [33, 20], [30, 16], [7, 6], [26, 30], [6, 15], [0, 2], [28, 3], [25, 25], [3, 2], [36, 27], [26, 14], [25, 20], [32, 30], [29, 34], [2, 28], [10, 20], [23, 2], [16, 6], [12, 3], [32, 23]]	[[7, 1], [31, 7], [15, 28], [19, 37], [19, 11], [19, 25], [24, 38], [20, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
82	[[14, 12], [12, 7], [18, 2], [11, 1], [0, 4], [2, 20], [5, 10], [0, 15], [12, 14], [0, 8], [34, 20], [31, 16], [7, 7], [27, 30], [5, 15], [0, 1], [27, 3], [25, 26], [3, 1], [35, 27], [26, 13], [24, 20], [32, 29], [30, 34], [2, 27], [10, 19], [24, 2], [16, 5], [12, 2], [31, 23]]	[[7, 0], [31, 8], [15, 27], [20, 37], [18, 11], [20, 25], [23, 38], [20, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
83	[[14, 13], [12, 8], [19, 2], [10, 1], [0, 5], [2, 19], [4, 10], [0, 14], [11, 14], [1, 8], [35, 20], [31, 17], [6, 7], [27, 29], [6, 15], [1, 1], [27, 2], [25, 27], [4, 1], [35, 26], [26, 14], [24, 21], [32, 28], [30, 33], [1, 27], [9, 19], [23, 2], [16, 6], [12, 3], [31, 24]]	[[7, 0], [32, 8], [15, 26], [20, 36], [17, 11], [20, 24], [23, 37], [20, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
